Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,Firm_aapl,ToGrade_aapl,FromGrade_aapl,Action_aapl,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,Firm_msft,ToGrade_msft,FromGrade_msft,Action_msft,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,Firm_nvda,ToGrade_nvda,FromGrade_nvda,Action_nvda,Close_AVGO,High_AVGO,Low_AVGO,Open_AVGO,Volume_AVGO,Firm_avgo,ToGrade_avgo,FromGrade_avgo,Action_avgo,Close_ORCL,High_ORCL,Low_ORCL,Open_ORCL,Volume_ORCL,Firm_orcl,ToGrade_orcl,FromGrade_orcl,Action_orcl,Close_CRM,High_CRM,Low_CRM,Open_CRM,Volume_CRM,Firm_crm,ToGrade_crm,FromGrade_crm,Action_crm,Close_CSCO,High_CSCO,Low_CSCO,Open_CSCO,Volume_CSCO,Firm_csco,ToGrade_csco,FromGrade_csco,Action_csco,Close_IBM,High_IBM,Low_IBM,Open_IBM,Volume_IBM,Firm_ibm,ToGrade_ibm,FromGrade_ibm,Action_ibm,Close_PLTR,High_PLTR,Low_PLTR,Open_PLTR,Volume_PLTR,Firm_pltr,ToGrade_pltr,FromGrade_pltr,Action_pltr,Close_ACN,High_ACN,Low_ACN,Open_ACN,Volume_ACN,Firm_acn,ToGrade_acn,FromGrade_acn,Action_acn
2025-03-17,214.0,215.22000122070312,209.97000122070312,213.30999755859375,48073400,,,,,388.70001220703125,392.7099914550781,385.57000732421875,386.70001220703125,22474300,,,,,119.52999877929688,122.88999938964844,118.02999877929688,122.73999786376953,255501500,,,,,193.91322326660156,196.1265270833745,186.93434119531,187.48268497203404,26830600,,,,,153.458740234375,155.19251765470986,149.86166104685975,149.86166104685975,9885000,,,,,280.3095703125,282.286475134554,275.6468830203118,276.9348678499699,4484300,Scotiabank,Sector Outperform,Sector Outperform,main,60.486167907714844,60.8040453172332,59.939816346942536,59.99941978225134,15335800,,,,,252.97000122070312,254.6300048828125,249.0,249.25,3233900,,,,,87.3499984741211,88.81999969482422,84.5,88.44000244140625,99348900,,,,,325.7099914550781,326.7300109863281,319.6000061035156,320.0,3518100,Morgan Stanley,Equal-Weight,Equal-Weight,main
2025-03-18,212.69000244140625,215.14999389648438,211.49000549316406,214.16000366210938,42432400,Evercore ISI Group,Outperform,Outperform,main,383.5199890136719,387.3699951171875,381.1000061035156,387.07000732421875,19486900,,,,,115.43000030517578,119.0199966430664,114.54000091552734,118.0,299686900,,,,,188.10081481933594,192.30808505761755,186.33615033046752,189.86547930820436,24951000,,,,,148.91505432128906,151.87442469363154,148.09799734263433,151.82460062323477,9402500,,,,,278.2927551269531,280.0599674820782,275.5071233894646,279.5807095098069,5881700,,,,,59.900081634521484,60.396765568123485,59.27425881715161,60.26762668435561,16669000,,,,,246.9499969482422,252.57000732421875,245.1199951171875,252.50999450683594,4171900,,,,,83.88999938964844,86.16999816894531,81.80000305175781,85.77999877929688,93236500,,,,,324.07000732421875,325.04998779296875,319.489990234375,323.6400146484375,2811300,BMO Capital,Market Perform,Market Perform,main
2025-03-19,215.24000549316406,218.75999450683594,213.75,214.22000122070312,54385400,,,,,387.82000732421875,389.67999267578125,384.0,385.5299987792969,19185500,,,,,117.5199966430664,120.44999694824219,115.68000030517578,117.2699966430664,273426200,Susquehanna,Positive,Positive,main,194.98001098632812,197.6718625735634,186.33615328789912,188.7687947207102,37962700,,,,,151.90432739257812,153.51853920929116,149.46309980329224,149.5228826105459,6909500,Stephens & Co.,Equal-Weight,,init,278.95172119140625,281.7772682184731,276.85500947525827,277.064671505962,5245400,Stephens & Co.,Equal-Weight,,init,60.71464157104492,61.171593659278244,60.09875456872731,60.22789344949309,15488800,,,,,252.2899932861328,253.66000366210938,246.63999938964844,248.3300018310547,3853600,,,,,86.0999984741211,87.98999786376953,82.86000061035156,84.55000305175781,89797400,,,,,324.4700012207031,326.7300109863281,321.07000732421875,325.19000244140625,4314100,Mizuho,Outperform,Outperform,main
2025-03-20,214.10000610351562,217.49000549316406,212.22000122070312,213.99000549316406,48862900,,,,,386.8399963378906,391.7900085449219,383.2799987792969,385.739990234375,18470500,Tigress Financial,Buy,Buy,main,118.52999877929688,120.19999694824219,116.47000122070312,116.55000305175781,248829700,DA Davidson,Neutral,Neutral,main,190.5399932861328,193.83999633789062,188.94000244140625,191.52000427246094,31430000,,,,,152.17335510253906,153.9370238200174,150.2801620460216,151.03743622779425,7051600,,,,,278.5922546386719,282.43622082669253,276.6253439691466,276.6253439691466,5504700,Macquarie,Neutral,Neutral,main,60.21795654296875,60.615305189074185,59.93981476433346,60.078885653651106,16528600,,,,,243.32000732421875,246.8000030517578,237.22000122070312,244.24000549316406,7026800,,,,,87.38999938964844,89.80000305175781,85.12000274658203,85.54000091552734,105547400,,,,,300.9100036621094,306.8500061035156,291.510009765625,296.1499938964844,10699500,Piper Sandler,Overweight,Overweight,main
2025-03-21,218.27000427246094,218.83999633789062,211.27999877929688,211.55999755859375,94127800,,,,,391.260009765625,391.739990234375,382.79998779296875,383.2200012207031,39675900,,,,,117.69999694824219,117.98999786376953,115.41999816894531,116.94000244140625,266498500,,,,,191.66000366210938,192.07000732421875,187.3699951171875,188.2100067138672,43086500,,,,,151.6851043701172,153.289342151574,149.57269755385298,151.1071785949904,17620200,,,,,280.17974853515625,281.4078298367078,273.62004847099996,275.7766634429021,9804100,,,,,59.900081634521484,59.9994206948805,59.03585265108536,59.77094275075361,65935200,,,,,243.8699951171875,245.2100067138672,238.5,241.69000244140625,9580100,,,,,90.95999908447266,91.06999969482422,84.45999908447266,85.8499984741211,116748700,,,,,305.32000732421875,305.6000061035156,295.5799865722656,298.04998779296875,11735300,RBC Capital,Outperform,Outperform,main
2025-03-24,220.72999572753906,221.47999572753906,218.5800018310547,221.0,44299500,,,,,393.0799865722656,395.3999938964844,389.80999755859375,395.3999938964844,21004500,,,,,121.41000366210938,122.22000122070312,119.33999633789062,119.87999725341797,228452500,,,,,191.25,196.69000244140625,190.6699981689453,194.3000030517578,33180300,,,,,154.31565856933594,156.03947721145187,153.47866888660664,155.78039811619834,7848300,,,,,285.5113830566406,286.31014631422994,282.7756912649412,283.2948645300972,6763800,,,,,60.56563949584961,60.972920165925814,60.47623623708177,60.635174942735965,28335600,,,,,248.4499969482422,248.82000732421875,245.97000122070312,247.30999755859375,4753300,,,,,96.75,97.38999938964844,92.27999877929688,93.4000015258789,112164700,,,,,307.17999267578125,310.4599914550781,305.17999267578125,308.1000061035156,3793200,Barclays,Overweight,Overweight,main
2025-03-25,223.75,224.10000610351562,220.0800018310547,220.77000427246094,34493600,,,,,395.1600036621094,396.3599853515625,392.6400146484375,393.9200134277344,15775000,,,,,120.69000244140625,121.29000091552734,118.91999816894531,120.55000305175781,167447200,,,,,188.25999450683594,191.60000610351562,187.67999267578125,190.88999938964844,23417300,,,,,153.37901306152344,155.0430488150033,152.50217328721524,153.9569388242331,8521200,,,,,288.1572265625,289.99436686388816,285.1619328319852,285.1619328319852,4301700,,,,,60.585506439208984,60.804044787977105,60.29742885515373,60.43649974693279,20877600,,,,,249.89999389648438,250.89999389648438,248.1999969482422,248.36000061035156,3133800,,,,,96.5,98.16999816894531,95.08000183105469,97.22000122070312,78015300,,,,,308.8999938964844,312.4700012207031,305.4200134277344,307.54998779296875,3890400,,,,
2025-03-26,221.52999877929688,225.02000427246094,220.47000122070312,223.50999450683594,34466100,,,,,389.9700012207031,395.30999755859375,388.57000732421875,395.0,16108400,,,,,113.76000213623047,118.83999633789062,112.70999908447266,118.7300033569336,293463300,,,,,179.27000427246094,188.05999755859375,177.5800018310547,186.66000366210938,30578500,,,,,147.27096557617188,152.48224098111356,146.03539857666323,152.3427427073119,13210000,,,,,280.5491638183594,288.58655299319315,279.1413722167594,287.8876389885289,5070300,,,,,61.390132904052734,61.42986852785246,60.60537138629752,60.625239198197384,30621200,,,,,250.33999633789062,254.32000732421875,249.52999877929688,251.25,4450100,,,,,92.27999877929688,97.30000305175781,90.81999969482422,96.29000091552734,81428600,,,,,311.1600036621094,312.75,309.0199890136719,309.0299987792969,3669700,,,,
2025-03-27,223.85000610351562,224.99000549316406,220.55999755859375,221.38999938964844,37094800,,,,,390.5799865722656,392.239990234375,387.3999938964844,390.1300048828125,13766800,,,,,111.43000030517578,114.44999694824219,110.66000366210938,111.3499984741211,236902100,,,,,171.99000549316406,178.3800048828125,170.4600067138672,177.66000366210938,32151700,,,,,145.25819396972656,146.51367845324515,144.40127164486321,145.32795070978568,9148300,,,,,277.3741760253906,280.45932485256026,275.5770120092714,280.0999042372176,3757200,,,,,60.9927864074707,61.568937779609264,60.923250962374624,61.47953452314323,25720200,,,,,246.2100067138672,250.3000030517578,245.72999572753906,249.7100067138672,2889300,,,,,90.08999633789062,93.6500015258789,89.66999816894531,91.01499938964844,82823000,,,,,308.5299987792969,313.0,307.4800109863281,309.2200012207031,2871000,,,,
2025-03-28,217.89999389648438,223.80999755859375,217.67999267578125,221.6699981689453,39818600,,,,,378.79998779296875,389.1300048828125,376.92999267578125,388.0799865722656,21632000,,,,,109.66999816894531,112.87000274658203,109.06999969482422,111.48999786376953,229872500,,,,,169.1199951171875,173.3000030517578,166.47000122070312,171.92999267578125,30391500,,,,,140.3657684326172,145.1286577988362,138.61207360794072,143.26535609735672,13144500,,,,,269.5464782714844,276.7751105697831,268.7677031369699,276.2758949586917,4973400,,,,,60.45636749267578,61.370264088741315,60.10868647420926,61.251061008688765,24931700,,,,,244.0,247.57000732421875,242.07000732421875,246.27000427246094,3125300,,,,,85.8499984741211,89.37999725341797,84.0999984741211,89.33999633789062,91091700,,,,,304.3299865722656,310.07000732421875,303.8399963378906,308.3800048828125,2377500,,,,
